"","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","PWGTP","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"5716","P","1477709",1,400,56,1008425,55,51,1,NA,4,1,2,2,1,1,NA,NA,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,0,5,1,1,2,1,2,2,2,2,2012,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,0,1,NA,17,0,2,0,0,45000,48,1,1,1,NA,4,999,999,NA,1,1,NA,1,0,NA,NA,2,1,9470,77,37,NA,NA,NA,1,"92MP",1,NA,0,3800,4,45000,45000,56,398,400,56,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"333010",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,26,14,10,70,15,60,21,62,60,59,43,22,18,55,60,12,38,61,76,42,42,70,82,77,47,105,47,81,100,96,101,48,61,116,94,73,90,15,47,14,16,18,21,61,19,65,18,40,57,59,67,16,14,56,45,21,67,56,98,54,72,48,53,121,51,91,53,100,106,76,77,66,45,72,109,48,83,16
"5011","P","1300986",1,300,56,1008425,62,73,1,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,1,2,2,2,2,5600,NA,NA,NA,2,1,2,2,1,2,1958,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,34600,1,NA,16,0,1,0,19700,0,NA,3,NA,2,NA,1,51,999,NA,2,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"",1,NA,0,NA,NA,0,59900,56,501,NA,NA,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,65,109,106,77,17,122,20,62,60,57,53,60,68,87,15,68,66,58,54,60,18,55,70,17,73,78,61,22,122,115,94,120,18,56,53,119,16,100,18,20,68,118,96,74,16,129,18,58,65,65,56,76,62,89,17,76,61,63,69,56,19,66,54,20,50,57,72,19,122,100,105,113,21,58,52,100,18,86
"3484","P","884492",2,400,56,1008425,96,36,1,NA,1,1,2,1,2,1,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,15,2,1,2,1,2,2,2,2,1997,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,16,0,2,0,0,40000,40,1,1,1,NA,1,51,999,NA,1,2,NA,1,0,NA,NA,1,1,2070,79,37,NA,NA,NA,1,"32411",1,NA,0,5820,1,40000,40000,49,501,400,56,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"439022",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,115,94,107,161,102,147,88,114,114,105,37,147,161,32,80,90,31,88,143,185,111,111,114,34,117,30,73,89,33,88,178,26,25,178,85,83,179,90,29,23,81,103,92,174,115,218,132,89,146,86,23,153,138,28,130,97,29,92,178,140,98,103,93,26,91,35,107,96,26,104,144,32,38,132,93,107,164,98,27
"940","P","222096",2,200,56,1008425,45,30,1,NA,1,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,2,2,2,2,2,2,2,0,1,NA,10,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,13,0,1,NA,19,0,2,0,0,200,25,1,6,1,NA,2,50,142,NA,2,NA,NA,1,0,NA,NA,2,1,8680,130,85,NA,NA,NA,6,"722Z",1,NA,0,4110,4,200,200,36,1,200,56,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"353031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,75,37,57,13,47,80,41,31,14,40,44,78,85,13,11,58,52,18,68,51,80,49,40,12,51,49,43,40,13,57,49,77,84,10,15,67,35,11,49,53,90,46,37,14,44,37,68,35,13,67,45,57,63,11,12,69,60,13,50,68,74,33,42,16,46,44,77,60,14,49,48,72,61,10,11,78,51,16,42
"612","P","157418",1,300,56,1008425,42,47,1,NA,3,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,2,2,2,2,1,2,2,0,5,1,1,2,1,2,2,1,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,21,5500,2,0,0,12200,22,1,1,1,NA,1,22,999,NA,2,1,NA,1,0,3301,NA,1,1,6770,89,49,NA,NA,NA,1,"51912",1,NA,0,2430,4,17700,17700,32,501,300,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"254021",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62,69,13,55,59,72,54,41,39,40,44,12,47,61,15,48,9,47,98,12,41,10,62,37,13,13,39,39,45,39,33,64,47,14,75,46,62,41,14,55,42,62,11,34,61,78,35,34,67,47,43,12,41,106,17,37,11,36,70,8,47,13,64,47,10,13,46,37,36,43,50,70,50,12,87,52,70,48,7
"3298","P","839081",1,300,56,1008425,11,67,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,2,1,1,2,2,2,0,NA,NA,NA,2,2,2,2,1,2,1988,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,0,1,NA,19,0,1,0,17600,0,NA,2,NA,2,NA,4,999,999,NA,2,NA,NA,6,0,NA,NA,1,1,770,NA,NA,NA,NA,NA,3,"23",1,NA,0,6320,NA,0,17600,6,157,NA,NA,2,1,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"47207X",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,14,19,3,10,21,4,2,11,12,23,13,9,12,10,16,12,11,6,9,25,4,4,18,11,4,17,22,11,13,4,10,10,13,14,3,9,12,19,10,3,18,18,4,10,25,3,6,13,13,19,12,11,12,10,15,12,12,3,10,23,3,4,23,8,4,20,23,13,14,2,12,10,12,13,4,11,13,19,10
"3624","P","916895",1,400,56,1008425,89,65,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,2,1,2,2,2,2,1900,15,1,1,2,1,2,2,2,2,1978,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,0,0,0,0,1,NA,16,0,1,0,0,72000,40,1,1,1,NA,2,82,21,NA,2,1,NA,1,1,NA,NA,1,1,4270,43,10,NA,NA,NA,1,"4238",1,NA,0,8140,NA,72000,73900,19,501,400,56,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"514120",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,1,NA,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,113,84,84,125,25,22,29,80,145,69,28,81,75,22,76,138,140,186,26,85,101,89,66,89,163,136,142,121,29,72,128,103,102,186,91,29,33,23,124,84,82,93,81,74,23,31,26,111,134,82,27,82,90,31,83,141,175,177,25,71,91,113,94,80,128,147,134,101,25,74,143,102,85,164,124,23,30,25,148
"5060","P","1311387",1,500,56,1008425,51,33,1,NA,3,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,2,2,2,2,2,2,2,0,NA,NA,11,2,1,2,2,1,2,2003,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,2,0,0,12000,15,1,1,1,NA,4,999,999,NA,2,NA,NA,1,0,NA,NA,2,1,9370,NA,NA,NA,NA,NA,1,"9211MP",1,NA,0,5120,1,12000,12000,56,193,500,56,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"433031",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,96,17,45,50,15,43,53,18,36,43,49,13,79,81,84,98,22,53,61,49,18,67,61,49,98,66,45,75,37,49,55,97,20,14,14,15,79,48,51,32,17,106,50,54,110,55,48,75,46,61,43,98,20,12,18,14,85,60,58,53,62,20,41,42,18,49,39,14,59,40,42,16,74,78,81,93,15,53
"2002","P","497512",1,500,56,1008425,272,43,4,2000,NA,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1989,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,10,0,2,0,0,0,NA,3,NA,NA,1996,4,999,999,6,2,NA,NA,6,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,"",2,NA,0,NA,2,0,0,134,288,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,5,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,NA,1,NA,1,NA,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,283,327,286,109,362,235,71,335,467,663,417,230,247,253,249,200,110,87,87,466,315,463,188,65,255,352,112,290,545,438,415,314,334,213,314,143,58,104,77,105,363,90,278,479,288,237,460,299,128,80,138,248,262,271,253,217,319,396,358,82,216,65,314,459,295,332,355,179,99,100,75,319,225,343,372,250,428,512,515,557
"174","P","51720",1,200,56,1008425,17,80,1,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,1,1,2,2,2,2,0,NA,NA,NA,2,2,2,2,1,2,1952,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,0,1,NA,17,0,2,0,24400,0,NA,3,NA,2,NA,2,50,22,NA,2,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,"",1,NA,0,NA,4,0,24400,20,352,NA,NA,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,4,17,12,21,17,12,26,28,31,18,4,13,35,19,15,34,14,7,4,5,5,17,19,18,14,18,38,26,25,20,5,19,29,12,20,28,19,32,25,30,34,18,14,16,13,16,6,4,7,13,29,17,5,14,18,4,12,41,40,32,24,15,16,20,16,16,6,3,5,27,30,19,6,13,16,6,19,6
"5402","P","1391436",4,100,56,1008425,10,9,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,999,999,NA,2,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,49,124,NA,NA,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,1,NA,1,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,13,16,8,10,10,16,9,21,4,9,3,13,10,11,4,3,18,11,3,8,21,11,15,14,4,11,5,9,13,3,7,3,13,15,10,6,8,4,11,1,13,5,11,9,12,3,10,2,16,9,20,14,9,15,16,15,3,10,23,11,3,10,1,3,16,11,18,9,15,18,8,18,4,3,9,8,10,22,14,22
"848","P","206618",4,500,56,1008425,38,4,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,87,994,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,76,NA,NA,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,65,55,40,50,11,39,35,43,10,49,62,46,12,9,36,39,16,66,33,46,74,79,41,49,11,48,53,41,15,50,62,39,10,11,45,33,9,53,51,40,9,12,34,13,79,41,32,44,56,32,11,34,71,80,34,39,68,15,55,34,11,9,39,9,68,39,30,40,61,41,13,47,63,51,35,44,62,10,29
"2327","P","598534",3,300,56,1008425,419,18,1,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,12,0,2,15,19,0,1,0,0,0,NA,3,NA,2,NA,1,32,999,NA,2,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,"",1,NA,0,NA,NA,0,0,56,0,NA,NA,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,127,476,347,161,390,550,177,185,541,528,403,529,453,756,362,311,580,187,212,544,575,431,607,612,475,145,576,573,162,427,408,148,480,247,377,416,364,414,151,361,532,384,426,622,316,162,596,445,230,390,437,215,441,168,433,289,405,679,768,619,158,465,407,147,467,541,208,134,592,488,381,592,429,497,370,505,420,216,487
"3392","P","857650",3,200,56,1008425,70,2,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,195,999,NA,2,NA,2,NA,0,NA,NA,1,1,NA,NA,NA,NA,200,56,NA,"",1,1,1,NA,NA,NA,NA,27,235,NA,NA,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,88,98,24,51,104,30,26,84,68,88,68,67,75,79,77,64,68,33,56,82,31,34,87,62,29,124,126,84,61,29,70,82,82,61,36,56,62,131,53,27,175,178,19,63,177,15,20,76,71,169,59,47,51,71,140,68,62,15,60,153,17,19,169,63,16,135,151,68,88,21,90,76,80,61,15,74,66,173,75
"5273","P","1364416",6,100,56,1008425,39,9,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,929,999,NA,2,NA,2,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,20,501,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,48,15,65,36,65,33,10,41,12,60,52,8,10,35,37,32,35,47,65,73,47,12,57,33,58,39,10,42,12,70,41,12,15,47,40,36,41,39,11,10,43,75,14,43,9,36,79,53,60,17,37,47,73,29,31,39,28,43,12,12,35,63,12,29,14,44,55,51,86,12,42,63,62,40,40,32,35,46,59
"5661","P","1455885",3,100,56,1008425,14,1,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,290,999,NA,2,NA,NA,NA,0,NA,NA,1,2,NA,NA,NA,NA,51135,51,NA,"",1,NA,0,NA,NA,NA,NA,26,200,NA,NA,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,6,20,19,20,15,11,8,10,32,19,23,46,6,13,7,12,14,19,5,21,3,25,21,13,13,16,4,19,26,8,24,26,3,19,7,25,11,11,6,20,5,37,13,12,16,16,7,17,36,12,21,28,3,17,5,26,11,16,3,14,4,24,27,13,12,14,5,11,29,22,23,40,5,13,6,12,12
"2056","P","514547",2,400,56,1008425,76,34,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,2013,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,0,0,1,0,1,NA,17,0,1,0,0,80000,80,1,4,2,NA,4,999,999,NA,2,NA,NA,3,0,NA,NA,2,1,670,NA,NA,NA,NA,NA,1,"2213M",1,NA,0,8620,NA,80000,80000,56,501,NA,NA,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"518031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,125,112,77,69,83,123,24,99,62,17,31,28,79,163,26,74,54,56,105,81,23,29,88,72,69,26,118,24,114,104,116,130,89,22,107,89,87,107,71,89,30,30,88,77,85,38,159,22,76,114,146,116,68,25,113,73,62,70,111,66,118,142,68,78,75,124,20,108,78,27,21,23,69,91,20,76,88,98,68
"5213","P","1347476",1,300,56,1008425,484,27,1,NA,5,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,0,9,1,1,2,3,2,2,1,2,2009,3,2,1,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,0,0,1,NA,20,0,1,0,0,24000,55,1,1,1,NA,1,210,999,NA,2,1,NA,1,0,NA,NA,1,2,9590,57,18,NA,400,38,4,"928P",1,NA,0,2145,NA,24000,24000,6,197,300,56,1,2,1,9,68,29,0,0,0,0,2,0,1,1,0,NA,NA,NA,NA,"232011",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,224,409,193,781,699,431,389,436,191,420,814,459,705,766,165,477,134,437,503,400,249,512,194,639,887,525,481,542,275,523,861,498,667,571,149,734,140,439,434,482,149,566,172,788,779,549,471,509,200,555,668,468,650,827,148,437,259,542,413,729,133,449,159,661,754,507,491,457,129,419,596,457,732,868,131,524,148,462,318
"3169","P","814907",5,500,56,1008425,26,8,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2,6,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,920,999,NA,2,NA,7,NA,0,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"",1,7,0,NA,NA,NA,NA,56,155,NA,NA,2,2,1,3,27,3,1,0,0,0,1,0,0,0,1,NA,NA,1,5,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,31,23,27,6,8,23,11,43,7,44,30,53,46,20,25,22,21,44,40,23,8,64,36,24,18,6,29,23,25,25,6,27,30,50,41,6,8,21,28,23,10,42,49,26,32,11,27,25,27,23,8,29,28,38,40,9,6,7,31,46,27,26,29,8,8,24,6,38,7,38,25,45,54,24,22,24,26,9
